,reach,weight,height,w/l,SLpM,Str. Acc.,SApM,Str. Def,TD Avg,TD Acc.,TD Def.,Sub. Avg.,result
6,-5.0,-15.0,-3.0,0.08538587848932677,1.8299999999999998,4.0,0.71,8.0,-1.8,-48.0,-6.0,-0.9,1.0
0,0.0,0.0,0.0,0.18888888888888888,-4.970000000000001,-16.0,-9.1,11.0,-1.0,-100.0,54.0,0.0,0.0
1,-2.0,0.0,0.0,-0.13749999999999996,-0.39000000000000057,-5.0,-2.889999999999999,-5.0,-1.0,-100.0,66.0,0.0,0.0
0,3.0,0.0,5.0,-0.22857142857142865,-0.5899999999999999,-4.0,1.54,-15.0,1.1099999999999999,-55.0,-12.0,0.09999999999999998,1.0
1,0.0,0.0,-1.0,-0.18571428571428572,-0.2999999999999998,1.0,0.3600000000000003,-11.0,2.4,-32.0,-26.0,0.39999999999999997,1.0
2,-2.0,0.0,-1.0,-0.12857142857142856,0.18000000000000016,-4.0,0.07000000000000028,-1.0,1.79,-37.0,-27.0,0.2,1.0
3,-2.0,0.0,-1.0,-0.12857142857142856,0.18000000000000016,-4.0,0.07000000000000028,-1.0,1.79,-37.0,-27.0,0.2,1.0
4,-3.0,-10.0,-1.0,-0.1558441558441559,-0.6199999999999997,-2.0,0.41999999999999993,-6.0,0.7600000000000001,-41.0,-32.0,0.7,1.0
5,4.0,0.0,3.0,-0.22857142857142865,-0.8699999999999997,-3.0,-0.23999999999999977,-8.0,1.3900000000000001,-39.0,-32.0,1.1,1.0
6,-3.0,-10.0,-2.0,-0.3078817733990148,-1.15,-2.0,0.7400000000000002,-16.0,2.4299999999999997,-38.0,-23.0,0.49999999999999994,1.0
7,-1.0,0.0,4.0,-0.07857142857142863,2.39,0.0,1.6500000000000004,-4.0,-0.51,8.0,-9.0,0.39999999999999997,0.0
8,-1.0,0.0,4.0,-0.07857142857142863,2.39,0.0,1.6500000000000004,-4.0,-0.51,8.0,-9.0,0.39999999999999997,0.0
9,-2.0,0.0,1.0,-0.3035714285714286,0.8000000000000003,-1.0,2.09,-2.0,-0.58,-6.0,-21.0,0.7,1.0
10,1.0,0.0,1.0,-0.1558441558441559,-0.6999999999999997,-1.0,0.45999999999999996,-14.0,0.84,-41.0,-47.0,0.9000000000000001,1.0
11,4.0,25.0,2.0,-0.0535714285714286,2.5400000000000005,4.0,2.46,-14.0,0.09000000000000008,-10.0,-19.0,-0.2,0.0
12,-4.0,0.0,-1.0,-0.11904761904761907,-0.5799999999999996,6.0,0.07000000000000028,-3.0,3.33,-18.0,8.0,0.09999999999999998,1.0
13,-4.0,0.0,-1.0,-0.11904761904761907,-0.5799999999999996,6.0,0.07000000000000028,-3.0,3.33,-18.0,8.0,0.09999999999999998,1.0
14,1.0,0.0,1.0,-0.2706766917293233,-0.48999999999999977,-1.0,0.4900000000000002,-11.0,0.5100000000000001,-36.0,-28.0,0.3,1.0
15,0.0,0.0,1.0,-0.15437788018433185,0.3900000000000001,3.0,0.98,-8.0,0.4700000000000001,-21.0,-37.0,0.39999999999999997,1.0
0,-2.0,0.0,0.0,0.08333333333333337,0.0900000000000003,7.0,-1.85,7.0,1.8,30.0,17.0,0.0,0.0
1,-7.0,0.0,-5.0,0.13333333333333341,0.0,-15.0,-2.13,32.0,0.5,33.0,67.0,0.0,1.0
0,0.0,0.0,1.0,0.08750000000000002,0.7200000000000002,-4.0,-1.7999999999999998,-5.0,-0.5899999999999999,-8.0,-36.0,1.4,0.0
2,0.0,0.0,1.0,-0.029891304347826053,0.5900000000000003,15.0,-2.17,8.0,-0.5699999999999998,1.0,-14.0,-0.3,1.0
3,1.0,0.0,2.0,0.07638888888888884,-1.19,-2.0,-1.17,-9.0,-0.6399999999999997,-8.0,-39.0,2.7,0.0
0,-2.0,15.0,-1.0,0.022702702702702693,1.62,6.0,0.6200000000000001,7.0,-1.05,28.0,-9.0,-0.6,0.0
1,3.0,0.0,-2.0,0.025882352941176467,0.46999999999999975,8.0,-0.14000000000000012,3.0,1.8699999999999999,0.0,-41.0,0.30000000000000004,0.0
2,3.0,15.0,4.0,0.06999999999999995,1.9099999999999997,4.0,-0.040000000000000036,-1.0,-1.19,16.0,-33.0,0.19999999999999996,0.0
3,-1.0,15.0,1.0,0.1661538461538461,-0.4800000000000002,11.0,-0.96,-2.0,0.8899999999999999,-2.0,-29.0,1.0,0.0
4,-1.0,15.0,-1.0,0.056842105263157805,-0.040000000000000036,-9.0,-0.16000000000000014,0.0,-1.0,-22.0,-18.0,-1.0,1.0
5,0.0,0.0,0.0,-0.06888888888888889,0.16999999999999993,-1.0,0.18999999999999995,3.0,0.6799999999999999,-3.0,-30.0,0.8999999999999999,0.0
6,0.0,0.0,0.0,0.0831578947368421,0.8799999999999999,1.0,0.4900000000000002,1.0,-0.30000000000000004,-15.0,-22.0,0.0,0.0
7,2.0,15.0,4.0,-0.06461538461538463,2.05,7.0,0.06999999999999984,-3.0,-0.21999999999999997,24.0,-2.0,1.6,1.0
0,3.0,0.0,2.0,0.005952380952380931,-1.0300000000000002,-6.0,0.6599999999999997,-17.0,-1.19,-57.0,3.0,0.5,0.0
1,4.0,-20.0,2.0,0.010582010582010581,0.18999999999999995,-18.0,-0.2200000000000002,7.0,-0.010000000000000009,-12.0,29.0,0.7,1.0
2,0.0,-20.0,0.0,0.014285714285714235,0.8999999999999999,-7.0,-0.40000000000000036,7.0,0.9900000000000002,21.0,29.0,0.0,1.0
3,3.0,-20.0,3.0,0.04761904761904756,-1.1700000000000002,-20.0,0.17999999999999972,4.0,0.6200000000000001,-21.0,17.0,1.8,0.0
4,2.0,0.0,2.0,0.22305764411027562,0.8599999999999999,-4.0,-0.6500000000000004,15.0,-0.15999999999999992,-10.0,37.0,0.7,0.0
0,-2.0,0.0,0.0,-0.028846153846153855,1.5599999999999998,-10.0,2.47,-8.0,-0.55,-11.0,-25.0,1.4,0.0
1,0.0,0.0,-1.0,-0.125,2.42,-10.0,0.9900000000000002,-6.0,-0.31999999999999984,-40.0,-43.0,0.8,0.0
2,2.0,0.0,1.0,-0.09722222222222221,0.5700000000000001,-23.0,-0.04999999999999982,-4.0,-1.02,-41.0,-59.0,0.7,1.0
0,2.0,0.0,2.0,-0.04999999999999993,0.23999999999999977,36.0,-1.42,-11.0,1.65,0.0,-83.0,1.2000000000000002,1.0
1,4.0,0.0,1.0,-0.26041666666666663,-0.5900000000000001,11.0,-0.6299999999999999,12.0,-1.75,-42.0,-65.0,0.7999999999999999,1.0
2,1.0,0.0,2.0,-0.13405797101449268,1.4700000000000002,25.0,-0.040000000000000036,12.0,-1.12,-20.0,-17.0,-0.6,1.0
0,0.0,0.0,1.0,0.11578947368421055,1.1500000000000001,-19.0,0.9900000000000002,-7.0,0.7500000000000001,-12.0,45.0,0.8,0.0
1,-1.0,0.0,2.0,0.23886639676113364,2.0599999999999996,-10.0,0.10999999999999988,4.0,2.23,5.0,33.0,0.3,0.0
2,-7.0,0.0,-2.0,0.03007518796992481,-0.47,-16.0,1.33,-21.0,8.47,25.0,-26.0,0.0,1.0
0,1.0,0.0,0.0,-0.14327485380116955,1.7399999999999998,4.0,1.43,-5.0,-2.14,8.0,31.0,0.5,1.0
1,-4.0,0.0,-3.0,-0.09722222222222221,0.5499999999999998,-6.0,1.05,-1.0,-3.1300000000000003,3.0,8.0,-0.8999999999999999,1.0
2,-3.0,0.0,-1.0,-0.016339869281045694,0.7799999999999998,0.0,1.8699999999999999,-13.0,-3.0200000000000005,-17.0,13.0,-0.8999999999999999,0.0
3,-2.0,-15.0,-2.0,0.0854700854700855,1.9300000000000002,5.0,2.01,-5.0,-2.1100000000000003,5.0,5.0,-0.6,1.0
4,5.0,15.0,6.0,-0.15700483091787443,0.29000000000000004,-8.0,1.2,-7.0,-3.25,7.0,25.0,0.5,1.0
5,-1.0,0.0,-3.0,0.11111111111111116,0.1200000000000001,4.0,0.16000000000000014,-8.0,-0.79,12.0,4.0,0.0,0.0
6,0.0,15.0,0.0,-0.012544802867383464,0.6000000000000001,1.0,0.3600000000000001,-9.0,-0.7300000000000004,10.0,29.0,0.10000000000000009,0.0
7,0.0,0.0,0.0,-0.047222222222222165,0.7399999999999998,-3.0,1.55,0.0,-1.9200000000000002,-3.0,39.0,0.40000000000000013,0.0
0,-1.0,0.0,1.0,-0.1440217391304348,-2.48,-14.0,-2.21,0.0,0.68,16.0,3.0,0.0,1.0
1,1.0,0.0,1.0,-0.08985507246376812,-2.17,-3.0,-0.5399999999999996,-3.0,0.99,22.0,-47.0,0.5,0.0
2,-5.0,0.0,1.0,0.04347826086956519,-2.88,-12.0,-1.4299999999999997,2.0,1.19,38.0,20.0,0.0,0.0
3,-2.0,0.0,-2.0,-0.2642140468227425,-3.73,-18.0,1.1000000000000005,-20.0,1.0,9.0,-47.0,0.0,1.0
4,-2.0,0.0,0.0,-0.3113604488078542,-3.4,-8.0,-1.5399999999999996,-4.0,1.94,60.0,2.0,0.1,1.0
5,2.0,0.0,2.0,-0.09937888198757772,-2.0,-14.0,0.020000000000000462,-9.0,1.51,33.0,3.0,0.5,1.0
6,-2.0,0.0,-1.0,-0.2898550724637682,-3.4899999999999998,-19.0,0.14000000000000057,-10.0,2.49,44.0,-22.0,0.5,1.0
7,-2.0,0.0,-3.0,-0.0041407867494824835,-1.9400000000000004,-9.0,-1.4999999999999996,0.0,0.97,33.0,20.0,0.0,0.0
0,-4.0,0.0,-4.0,-0.0505050505050505,1.8499999999999999,13.0,-1.9300000000000002,12.0,1.65,8.0,-4.0,0.9,0.0
1,-3.0,0.0,-1.0,-0.02777777777777779,1.09,6.0,-1.4500000000000002,18.0,1.3,-3.0,13.0,0.0,0.0
0,4.0,15.0,4.0,-0.027972027972028024,0.73,5.0,0.6200000000000001,-5.0,-2.2,4.0,-22.0,1.2,0.0
1,0.0,-10.0,-2.0,-0.07070707070707072,-1.3900000000000001,2.0,-1.27,-9.0,0.04999999999999982,10.0,-29.0,0.6000000000000001,1.0
2,-3.0,-10.0,-1.0,-0.10654936461388076,-0.79,-2.0,-0.8099999999999996,2.0,-1.7000000000000002,37.0,-16.0,0.30000000000000004,1.0
3,5.0,15.0,0.0,0.02651515151515149,2.39,5.0,1.27,-2.0,-2.66,24.0,-19.0,-0.5,0.0
4,4.0,0.0,0.0,-0.06277056277056281,0.1499999999999999,-9.0,-1.0999999999999996,6.0,-1.8,4.0,-21.0,-0.3,1.0
5,3.0,-10.0,1.0,-0.0884848484848485,-0.81,0.0,-0.5899999999999999,-2.0,-2.8,14.0,-32.0,0.6000000000000001,1.0
6,3.0,0.0,0.0,-0.048484848484848464,1.3799999999999994,8.0,-0.03999999999999959,-1.0,-1.9200000000000002,-2.0,-27.0,0.8999999999999999,0.0
0,4.0,15.0,2.0,0.04729729729729726,-0.6900000000000004,14.0,0.06999999999999984,-16.0,2.74,-7.0,-13.0,0.9,1.0
1,2.0,-15.0,1.0,-0.022702702702702693,-1.62,-6.0,-0.6200000000000001,-7.0,1.05,-28.0,9.0,0.6,1.0
2,4.0,0.0,6.0,-0.08201304753028893,-0.41000000000000014,-10.0,0.06000000000000005,-13.0,0.16000000000000003,-48.0,-15.0,0.4,1.0
3,5.0,0.0,5.0,0.04729729729729726,0.2899999999999996,-2.0,-0.6600000000000001,-8.0,-0.14,-12.0,-24.0,0.7999999999999999,0.0
4,1.0,0.0,2.0,0.0031796502384737746,-0.6900000000000004,8.0,-0.010000000000000231,-16.0,-0.010000000000000009,-43.0,-19.0,-0.10000000000000003,1.0
5,0.0,0.0,3.0,0.01158301158301156,-2.37,11.0,-1.51,-23.0,1.52,-22.0,-23.0,1.1,1.0
6,0.0,-15.0,-2.0,0.032591414944356134,-0.3200000000000003,2.0,-0.050000000000000266,0.0,-0.05999999999999994,-34.0,-3.0,0.4,0.0
7,6.0,0.0,3.0,0.14104729729729726,-0.8800000000000003,9.0,-1.4300000000000002,-10.0,2.87,-13.0,-7.0,0.4,0.0
8,6.0,0.0,3.0,0.14104729729729726,-0.8800000000000003,9.0,-1.4300000000000002,-10.0,2.87,-13.0,-7.0,0.4,0.0
9,0.0,-2.0,1.0,0.0010010010010009784,-1.5100000000000002,-1.0,-0.07000000000000028,-10.0,1.18,-34.0,-38.0,0.19999999999999996,1.0
10,1.0,0.0,-2.0,-0.0455598455598456,-1.3400000000000003,9.0,0.0,-13.0,1.9700000000000002,-15.0,-10.0,0.0,1.0
11,3.0,0.0,0.0,0.13063063063063063,-1.35,12.0,-1.72,-11.0,2.22,-14.0,-28.0,0.7999999999999999,1.0
12,2.0,0.0,3.0,0.03803803803803796,-0.27,1.0,0.19999999999999973,-2.0,1.1300000000000001,-23.0,15.0,1.6,0.0
13,3.0,0.0,1.0,-0.047530288909599316,-1.7000000000000002,-5.0,-0.8700000000000001,-1.0,1.7799999999999998,-16.0,1.0,0.0,1.0
14,-2.0,0.0,2.0,-0.07004964147821291,0.2699999999999996,4.0,-0.050000000000000266,-6.0,-0.030000000000000027,-9.0,-8.0,2.0,1.0
15,3.0,0.0,3.0,0.022297297297297236,0.41999999999999993,3.0,-0.10999999999999988,6.0,0.44999999999999996,6.0,-3.0,-0.4,1.0
16,1.0,-15.0,-1.0,0.07507507507507505,-0.8500000000000001,-3.0,-0.6600000000000001,-2.0,1.01,-20.0,-13.0,1.6,0.0
17,2.0,0.0,1.0,0.0010010010010009784,-1.0,0.0,-0.8900000000000001,-6.0,4.539999999999999,-5.0,-4.0,0.6,1.0
18,6.0,0.0,2.0,0.2232232232232232,0.2799999999999998,12.0,-1.7000000000000002,8.0,3.47,10.0,20.0,0.7000000000000001,0.0
19,1.0,0.0,0.0,-0.02413127413127414,0.3099999999999996,0.0,-0.9100000000000001,-2.0,1.7999999999999998,-16.0,0.0,0.5,0.0
0,2.0,0.0,0.0,0.028846153846153855,-1.5599999999999998,10.0,-2.47,8.0,0.55,11.0,25.0,-1.4,1.0
1,0.0,0.0,1.0,-0.09615384615384615,2.31,1.0,-0.2699999999999996,-1.0,-0.69,-15.0,-29.0,-1.2,0.0
2,0.0,0.0,0.0,0.07051282051282048,-0.3500000000000001,4.0,-3.0700000000000003,10.0,5.65,-1.0,-75.0,-0.9999999999999999,1.0
3,1.0,0.0,1.0,-0.05668016194331982,2.3000000000000003,5.0,-0.9900000000000002,11.0,-0.5099999999999999,-5.0,-11.0,-1.4,1.0
4,2.0,0.0,2.0,-0.0461538461538461,0.3200000000000003,10.0,-2.99,20.0,2.0700000000000003,21.0,-6.0,-1.4,1.0
5,4.0,0.0,1.0,0.05384615384615388,0.5500000000000003,7.0,-3.29,10.0,4.12,1.0,-75.0,-0.7999999999999999,0.0
0,-2.0,0.0,-1.0,-0.09147609147609148,-1.6600000000000001,1.0,-1.5100000000000002,-10.0,2.83,50.0,-31.0,0.2,1.0
1,2.0,0.0,-1.0,0.016216216216216273,-0.8400000000000003,-4.0,-1.6600000000000006,-5.0,3.37,34.0,12.0,0.6000000000000001,0.0
2,2.0,0.0,-3.0,-0.14092664092664087,-1.6,4.0,-0.47000000000000064,-10.0,0.79,22.0,-61.0,0.2,1.0
3,0.0,0.0,-2.0,0.04380242311276794,-1.75,-12.0,-1.9700000000000006,8.0,3.15,46.0,-20.0,-0.2,1.0
4,3.0,0.0,-1.0,-0.07790143084260726,-2.02,-10.0,-2.37,0.0,2.62,69.0,12.0,0.09999999999999998,1.0
5,-5.0,0.0,-2.0,0.13929313929313936,-0.20000000000000018,-9.0,-0.2400000000000002,9.0,2.42,50.0,-8.0,0.0,1.0
6,3.0,0.0,-1.0,0.004095004095004073,-1.87,-10.0,-1.2700000000000005,-3.0,2.25,28.0,-48.0,1.0,0.0
7,-1.0,0.0,-2.0,-0.08008008008008005,-1.15,0.0,-1.9700000000000006,0.0,2.1,53.0,-17.0,0.8,1.0
8,6.0,0.0,2.0,-0.08378378378378382,0.5199999999999996,-6.0,-0.10000000000000053,-6.0,0.0,0.0,-33.0,-0.2,1.0
9,-2.0,0.0,-1.0,0.03439803439803446,-1.7600000000000002,21.0,-2.4700000000000006,2.0,2.64,16.0,-88.0,2.4,1.0
10,0.0,0.0,-1.0,0.14478764478764483,-0.41999999999999993,-10.0,-2.3300000000000005,-6.0,2.12,29.0,-47.0,-0.2,0.0
11,1.0,20.0,1.0,-0.101965601965602,0.1299999999999999,-1.0,0.9699999999999998,1.0,0.83,25.0,-4.0,-0.2,1.0
12,-2.0,0.0,-1.0,-0.12993762993762992,0.13999999999999968,-5.0,0.17999999999999972,-6.0,0.15,7.0,-45.0,-0.2,0.0
0,-2.0,0.0,-3.0,-0.15614035087719302,0.20000000000000018,-3.0,2.87,-16.0,-5.02,12.0,-33.0,0.0,0.0
1,1.0,15.0,2.0,-0.1824561403508772,-0.04999999999999982,0.0,2.16,-29.0,-5.29,-16.0,-67.0,1.4,1.0
2,-1.0,0.0,0.0,-0.24761904761904763,-0.06999999999999984,13.0,2.44,-27.0,-5.84,-56.0,-29.0,0.0,1.0
3,-1.0,0.0,-3.0,-0.22666666666666668,-1.27,4.0,1.5700000000000003,-38.0,-2.81,-10.0,-60.0,4.8,1.0
0,-2.0,0.0,-2.0,0.04999999999999993,-0.23999999999999977,-36.0,1.42,11.0,-1.65,0.0,83.0,-1.2000000000000002,0.0
1,-2.0,0.0,0.0,-0.2416666666666667,0.20000000000000018,-34.0,2.67,13.0,-3.99,-29.0,69.0,-1.8,1.0
2,-1.0,0.0,0.0,0.033333333333333326,1.3600000000000003,-30.0,1.75,10.0,-2.79,-29.0,44.0,-0.10000000000000009,1.0
3,-3.0,0.0,-2.0,-0.2666666666666667,-0.019999999999999574,-22.0,1.4,9.0,-3.02,-36.0,58.0,-1.8,1.0
4,-4.0,0.0,-3.0,-0.048484848484848464,0.0900000000000003,-28.0,2.87,-6.0,-3.54,-48.0,55.0,-0.9,1.0
0,-1.0,0.0,-1.0,-0.07333333333333336,-1.8300000000000005,3.0,1.06,-10.0,-3.2300000000000004,3.0,0.0,0.2,1.0
1,-3.0,0.0,-1.0,-0.16666666666666674,-0.79,6.0,0.3599999999999999,-1.0,2.4299999999999997,-1.0,47.0,0.2,1.0
2,-1.0,0.0,-4.0,-0.2333333333333334,-3.41,-10.0,0.7799999999999998,-13.0,-3.4400000000000004,-37.0,13.0,0.5,1.0
3,-5.0,0.0,-3.0,-0.20833333333333337,-2.6100000000000003,-4.0,0.020000000000000018,2.0,-1.9800000000000004,-20.0,24.0,1.4,1.0
4,-4.0,0.0,-2.0,-0.12365591397849462,0.17999999999999972,12.0,1.9199999999999995,-5.0,-4.0,5.0,28.0,0.6,1.0
5,0.0,0.0,-2.0,0.05555555555555547,-1.4700000000000002,13.0,0.5899999999999999,-10.0,-3.6800000000000006,-27.0,30.0,0.5,0.0
6,-5.0,0.0,-2.0,-0.17948717948717952,0.34999999999999964,2.0,4.379999999999999,-13.0,-4.44,-52.0,-3.0,0.5,1.0
